id,name,alcoholic,category,glassType,instructions,ingredients,ingredientMeasures,combinedIngredients
324,Ramos Gin Fizz,Alcoholic,Cocktail,Highball glass,"Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.

Pour all the ingredients into a shaker.

Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.

Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!

Pour into a highball glass, add a splash of soda and garnish to taste.

Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.","['Gin', 'Lemon Juice', 'Sugar Syrup', 'Cream', 'Egg White', 'Vanilla extract', 'Soda Water']","['4.5 cL', '3 cl', '3 cl', '6 cl', '1', '2 drop', '2 cl']","['Gin (4.5 cL)', 'Lemon Juice (3 cl)', 'Sugar Syrup (3 cl)', 'Cream (6 cl)', 'Egg White (1)', 'Vanilla extract (2 drop)', 'Soda Water (2 cl)']"
325,Royal Gin Fizz,Alcoholic,Ordinary Drink,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","['Gin', 'Lemon', 'Powdered sugar', 'Egg', 'Carbonated water']","['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 whole ', None]","['Gin (2 oz)', 'Lemon (Juice of 1/2)', 'Powdered sugar (1 tsp)', 'Egg (1 whole)', 'Carbonated water']"
326,Rum Milk Punch,Alcoholic,Ordinary Drink,Collins glass,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,"['Light rum', 'Milk', 'Powdered sugar', 'Nutmeg']","['2 oz ', '1 cup ', '1 tsp ', None]","['Light rum (2 oz)', 'Milk (1 cup)', 'Powdered sugar (1 tsp)', 'Nutmeg']"
327,Raspberry Julep,Alcoholic,Cocktail,Cordial glass,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.","['Bourbon', 'Raspberry syrup', 'Mint']","['2 oz', '1/2 oz', '8']","['Bourbon (2 oz)', 'Raspberry syrup (1/2 oz)', 'Mint (8)']"
328,Rum Screwdriver,Alcoholic,Ordinary Drink,Highball glass,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.","['Light rum', 'Orange juice']","['1 1/2 oz ', '5 oz ']","['Light rum (1 1/2 oz)', 'Orange juice (5 oz)']"
329,Raspberry Cooler,Alcoholic,Other / Unknown,Highball glass,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,"['Raspberry vodka', 'Lemon-lime soda', 'Ice']","['2 oz ', '4 oz ', None]","['Raspberry vodka (2 oz)', 'Lemon-lime soda (4 oz)', 'Ice']"
330,Rum Old-fashioned,Alcoholic,Ordinary Drink,Old-fashioned glass,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.","['Light rum', '151 proof rum', 'Powdered sugar', 'Bitters', 'Water', 'Lime peel']","['1 1/2 oz ', '1 tsp ', '1/2 tsp ', '1 dash ', '1 tsp ', 'Twist of ']","['Light rum (1 1/2 oz)', '151 proof rum (1 tsp)', 'Powdered sugar (1/2 tsp)', 'Bitters (1 dash)', 'Water (1 tsp)', 'Lime peel (Twist of)']"
331,Russian Spring Punch,Alcoholic,Ordinary Drink,Highball glass,"Pour the ingredients into an highball glass, top with Sparkling wine.","['Vodka', 'Creme de Cassis', 'Sugar Syrup', 'Lemon Juice']","['2.5 cl', '1.5 cl', '1 cl', '2.5 cl']","['Vodka (2.5 cl)', 'Creme de Cassis (1.5 cl)', 'Sugar Syrup (1 cl)', 'Lemon Juice (2.5 cl)']"
332,Radioactive Long Island Iced Tea,Alcoholic,Ordinary Drink,Collins Glass,Pour all ingredients over ice in a very tall glass. Sip cautiously.,"['Rum', 'Vodka', 'Tequila', 'Gin', 'Triple sec', 'Chambord raspberry liqueur', 'Midori melon liqueur', 'Malibu rum']","['1 oz ', '1 oz ', '1 oz ', '1 oz ', '1 oz ', '1 oz ', '1 oz ', '1 oz ']","['Rum (1 oz)', 'Vodka (1 oz)', 'Tequila (1 oz)', 'Gin (1 oz)', 'Triple sec (1 oz)', 'Chambord raspberry liqueur (1 oz)', 'Midori melon liqueur (1 oz)', 'Malibu rum (1 oz)']"
333,Smut,Alcoholic,Punch / Party Drink,Beer mug,Throw it all together and serve real cold.,"['Red wine', 'Peach schnapps', 'Pepsi Cola', 'Orange juice']","['1/3 part ', '1 shot ', '1/3 part ', '1/3 part ']","['Red wine (1/3 part)', 'Peach schnapps (1 shot)', 'Pepsi Cola (1/3 part)', 'Orange juice (1/3 part)']"
334,Spritz,Alcoholic,Ordinary Drink,Old-Fashioned glass,"Build into glass over ice, garnish and serve.","['Prosecco', 'Campari', 'Soda Water']","['6 cl', '4 cl', 'splash']","['Prosecco (6 cl)', 'Campari (4 cl)', 'Soda Water (splash)']"
335,Scooter,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.","['Brandy', 'Amaretto', 'Light cream']","['1 oz ', '1 oz ', '1 oz ']","['Brandy (1 oz)', 'Amaretto (1 oz)', 'Light cream (1 oz)']"
336,Sangria,Alcoholic,Punch / Party Drink,Pitcher,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,"['Red wine', 'Sugar', 'Orange juice', 'Lemon juice', 'Cloves', 'Cinnamon']","['1 bottle ', '1/2 cup ', '1 cup ', '1 cup ', None, None]","['Red wine (1 bottle)', 'Sugar (1/2 cup)', 'Orange juice (1 cup)', 'Lemon juice (1 cup)', 'Cloves', 'Cinnamon']"
337,Stinger,Alcoholic,Ordinary Drink,Cocktail glass,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.","['Brandy', 'White Creme de Menthe']","['1 1/2 oz ', '1/2 oz ']","['Brandy (1 1/2 oz)', 'White Creme de Menthe (1/2 oz)']"
338,Sazerac,Alcoholic,Ordinary Drink,Old-fashioned glass,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.","['Ricard', 'Sugar', 'Peychaud bitters', 'Water', 'Bourbon', 'Lemon peel']","['1 tsp ', '1/2 tsp superfine ', '2 dashes ', '1 tsp ', '2 oz ', '1 twist of ']","['Ricard (1 tsp)', 'Sugar (1/2 tsp superfine)', 'Peychaud bitters (2 dashes)', 'Water (1 tsp)', 'Bourbon (2 oz)', 'Lemon peel (1 twist of)']"
339,Sidecar,Alcoholic,Ordinary Drink,Cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,"['Cognac', 'Cointreau', 'Lemon juice']","['2 oz ', '1/2 oz ', '1 oz ']","['Cognac (2 oz)', 'Cointreau (1/2 oz)', 'Lemon juice (1 oz)']"
340,Snowday,Alcoholic,Cocktail,Collins glass,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,"['Vodka', 'Amaro Montenegro', 'Ruby Port', 'Blood Orange', 'Angostura Bitters', 'Orange Peel']","['1 oz', '1 oz', '1 oz', '1 tsp', 'Dash', 'Garnish with']","['Vodka (1 oz)', 'Amaro Montenegro (1 oz)', 'Ruby Port (1 oz)', 'Blood Orange (1 tsp)', 'Angostura Bitters (Dash)', 'Orange Peel (Garnish with)']"
341,Spice 75,Alcoholic,Cocktail,Wine Glass,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.","['Sugar', 'Allspice', 'Rum', 'Lime Juice', 'Champagne', 'Orange spiral']","['60 ml', '1 tblsp', '20 cl', '90 ml', '6 cl', 'Garnish with']","['Sugar (60 ml)', 'Allspice (1 tblsp)', 'Rum (20 cl)', 'Lime Juice (90 ml)', 'Champagne (6 cl)', 'Orange spiral (Garnish with)']"
342,Snowball,Alcoholic,Ordinary Drink,Highball glass,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,"['Advocaat', 'Lemonade', 'Lemon', 'Ice']","['1 1/2 oz ', '8-10 oz cold ', '1 slice ', 'cubes']","['Advocaat (1 1/2 oz)', 'Lemonade (8-10 oz cold)', 'Lemon (1 slice)', 'Ice (cubes)']"
343,Shot-gun,Alcoholic,Shot,Shot glass,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,"['Jim Beam', 'Jack Daniels', 'Wild Turkey']","['1 part ', '1 part ', '1 oz ']","['Jim Beam (1 part)', 'Jack Daniels (1 part)', 'Wild Turkey (1 oz)']"
344,Salty Dog,Alcoholic,Ordinary Drink,Highball glass,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)","['Grapefruit juice', 'Gin', 'Salt']","['5 oz ', '1 1/2 oz ', '1/4 tsp ']","['Grapefruit juice (5 oz)', 'Gin (1 1/2 oz)', 'Salt (1/4 tsp)']"
345,Stone Sour,Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.","['Apricot brandy', 'Orange juice', 'Sweet and sour']","['1 oz ', '1 oz ', '1 oz ']","['Apricot brandy (1 oz)', 'Orange juice (1 oz)', 'Sweet and sour (1 oz)']"
346,Sea breeze,Alcoholic,Ordinary Drink,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,"['Vodka', 'Cranberry juice', 'Grapefruit juice']","['1 1/2 oz ', '4 oz ', '1 oz ']","['Vodka (1 1/2 oz)', 'Cranberry juice (4 oz)', 'Grapefruit juice (1 oz)']"
347,Scotch Sour,Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.","['Scotch', 'Lime', 'Powdered sugar', 'Lemon', 'Cherry']","['1 1/2 oz ', 'Juice of 1/2 ', '1/2 tsp ', '1/2 slice ', '1 ']","['Scotch (1 1/2 oz)', 'Lime (Juice of 1/2)', 'Powdered sugar (1/2 tsp)', 'Lemon (1/2 slice)', 'Cherry (1)']"
348,Sweet Tooth,Alcoholic,Shake,Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.","['Godiva liqueur', 'Milk']","['2 shots ', None]","['Godiva liqueur (2 shots)', 'Milk']"
349,Screwdriver,Alcoholic,Ordinary Drink,Highball glass,Mix in a highball glass with ice. Garnish and serve.,"['Vodka', 'Orange juice']","['2 oz ', None]","['Vodka (2 oz)', 'Orange juice']"
350,Sherry Flip,Alcoholic,Ordinary Drink,Nick and Nora Glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,"['Sherry', 'Light cream', 'Powdered sugar', 'Egg', 'Nutmeg']","['1 1/2 oz cream ', '2 tsp ', '1 tsp ', '1 whole ', None]","['Sherry (1 1/2 oz cream)', 'Light cream (2 tsp)', 'Powdered sugar (1 tsp)', 'Egg (1 whole)', 'Nutmeg']"
351,Sol Y Sombra,Alcoholic,Ordinary Drink,Brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)","['Brandy', 'Anisette']","['1 1/2 oz ', '1 1/2 oz ']","['Brandy (1 1/2 oz)', 'Anisette (1 1/2 oz)']"
352,Shark Attack,Alcoholic,Cocktail,Pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,"['Lemonade', 'Water', 'Vodka']","['1 can ', '3 cans ', '1 1/2 cup ']","['Lemonade (1 can)', 'Water (3 cans)', 'Vodka (1 1/2 cup)']"
353,San Francisco,Alcoholic,Ordinary Drink,Highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.","['Vodka', 'Creme de Banane', 'Grenadine', 'Orange juice']","['2 cl ', '2 cl ', None, None]","['Vodka (2 cl)', 'Creme de Banane (2 cl)', 'Grenadine', 'Orange juice']"
354,Space Odyssey,Alcoholic,Ordinary Drink,Highball glass,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,"['151 proof rum', 'Malibu rum', 'Pineapple juice', 'Orange juice', 'Grenadine', 'Cherries']","['1 shot Bacardi ', '1 shot ', '1 shot ', None, None, None]","['151 proof rum (1 shot Bacardi)', 'Malibu rum (1 shot)', 'Pineapple juice (1 shot)', 'Orange juice', 'Grenadine', 'Cherries']"
355,Sherry Eggnog,Alcoholic,Ordinary Drink,Collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.","['Sherry', 'Powdered sugar', 'Egg', 'Milk', 'Nutmeg']","['2 oz cream ', '1 tsp ', '1 whole ', None, None]","['Sherry (2 oz cream)', 'Powdered sugar (1 tsp)', 'Egg (1 whole)', 'Milk', 'Nutmeg']"
356,Sweet Bananas,Non alcoholic,Shake,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.","['Milk', 'Banana', 'Honey']","['2 cups ', '1 ', '1 tblsp ']","['Milk (2 cups)', 'Banana (1)', 'Honey (1 tblsp)']"
357,Sweet Sangria,Alcoholic,Punch / Party Drink,Pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.","['Red wine', 'Sugar', 'Water', 'Apple', 'Orange', 'Lime', 'Lemon', 'Fresca']","['2 bottles ', '1 cup ', '2 cups hot ', '1 cup', ' wedges\n', ' wedges\n', None, None]","['Red wine (2 bottles)', 'Sugar (1 cup)', 'Water (2 cups hot)', 'Apple (1 cup)', 'Orange (wedges)', 'Lime (wedges)', 'Lemon', 'Fresca']"
358,Thriller,Alcoholic,Ordinary Drink,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.","['Scotch', 'Wine', 'Orange juice']","['1 1/2 oz ', '1 oz Green Ginger ', '1 oz ']","['Scotch (1 1/2 oz)', 'Wine (1 oz Green Ginger)', 'Orange juice (1 oz)']"
359,The Galah,Alcoholic,Cocktail,Collins glass,Mix together the alcoholic portions and top with Pineapple and Lime juice.,"['Dark Rum', 'Campari', 'Creme De Banane', 'Pineapple Juice', 'Lime Juice']","['1 shot', '1 shot', '1/2 shot', 'Top', 'Top']","['Dark Rum (1 shot)', 'Campari (1 shot)', 'Creme De Banane (1/2 shot)', 'Pineapple Juice (Top)', 'Lime Juice (Top)']"
360,Tia-Maria,Alcoholic,Homemade Liqueur,Collins Glass,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.","['Water', 'Brown sugar', 'Coffee', 'Rum', 'Vanilla extract']","['1 cup ', '3/4-1 cup ', '4 tsp ', '1 cup ', '4 tsp ']","['Water (1 cup)', 'Brown sugar (3/4-1 cup)', 'Coffee (4 tsp)', 'Rum (1 cup)', 'Vanilla extract (4 tsp)']"
361,Tipperary,Alcoholic,Cocktail,Nick and Nora Glass,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.","['Irish Whiskey', 'Sweet Vermouth', 'Green Chartreuse']","['2 oz', '1 oz', '1/2 oz']","['Irish Whiskey (2 oz)', 'Sweet Vermouth (1 oz)', 'Green Chartreuse (1/2 oz)']"
362,Turkeyball,Alcoholic,Shot,Shot glass,Shake with ice and strain into a shot glass.,"['Wild Turkey', 'Amaretto', 'Pineapple juice']","['1 oz ', '3/4 oz ', '1 splash ']","['Wild Turkey (1 oz)', 'Amaretto (3/4 oz)', 'Pineapple juice (1 splash)']"
363,Texas Sling,Alcoholic,Shake,Wine Glass,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.","['Kahlua', 'Irish cream', 'Amaretto', '151 proof rum', 'Cream']","['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz Bacardi ', '1 oz ']","['Kahlua (1/2 oz)', 'Irish cream (1/2 oz)', 'Amaretto (1/2 oz)', '151 proof rum (1/2 oz Bacardi)', 'Cream (1 oz)']"
364,Thai Coffee,Non alcoholic,Coffee / Tea,Highball glass,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.","['Coffee', 'Coriander', 'Cardamom', 'Sugar', 'Whipping cream', 'Ice']","['6 tblsp ground', '1/4 tsp ', '4-5 whole green ', None, None, None]","['Coffee (6 tblsp ground)', 'Coriander (1/4 tsp)', 'Cardamom (4-5 whole green)', 'Sugar', 'Whipping cream', 'Ice']"
365,Tom Collins,Alcoholic,Ordinary Drink,Collins glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.","['Gin', 'Lemon juice', 'Sugar', 'Club soda', 'Maraschino cherry', 'Orange']","['2 oz ', '1 oz ', '1 tsp superfine ', '3 oz ', '1 ', '1 ']","['Gin (2 oz)', 'Lemon juice (1 oz)', 'Sugar (1 tsp superfine)', 'Club soda (3 oz)', 'Maraschino cherry (1)', 'Orange (1)']"
366,Tomato Tang,Non alcoholic,Other / Unknown,Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.","['Tomato juice', 'Lemon juice', 'Celery salt']","['2 cups ', '1-2 tblsp ', '1 dash ']","['Tomato juice (2 cups)', 'Lemon juice (1-2 tblsp)', 'Celery salt (1 dash)']"
367,Talos Coffee,Alcoholic,Coffee / Tea,Brandy snifter,Add your GM and then add your coffee.,"['Grand Marnier', 'Coffee']","['3 parts ', '1 part ']","['Grand Marnier (3 parts)', 'Coffee (1 part)']"
368,Tennesee Mud,Alcoholic,Coffee / Tea,Coffee Mug,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.","['Coffee', 'Jack Daniels', 'Amaretto', 'Whipped cream']","['8 oz ', '4 oz ', '4 oz ', None]","['Coffee (8 oz)', 'Jack Daniels (4 oz)', 'Amaretto (4 oz)', 'Whipped cream']"
369,Tequila Fizz,Alcoholic,Ordinary Drink,Collins glass,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.","['Tequila', 'Lemon juice', 'Grenadine', 'Egg white', 'Ginger ale']","['2 oz ', '1 tblsp ', '3/4 oz ', '1 ', None]","['Tequila (2 oz)', 'Lemon juice (1 tblsp)', 'Grenadine (3/4 oz)', 'Egg white (1)', 'Ginger ale']"
370,Tequila Sour,Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.","['Tequila', 'Lemon', 'Powdered sugar', 'Lemon', 'Cherry']","['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1/2 slice ', '1 ']","['Tequila (2 oz)', 'Lemon (Juice of 1/2)', 'Powdered sugar (1 tsp)', 'Lemon (1/2 slice)', 'Cherry (1)']"
371,Thai Iced Tea,Non alcoholic,Coffee / Tea,Highball glass,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.","['Tea', 'Water', 'Condensed milk', 'Ice', 'Mint']","['1/4 cup Thai ', '1/2 cup boiling ', '2 tsp sweetened ', 'cubes', 'garnish']","['Tea (1/4 cup Thai)', 'Water (1/2 cup boiling)', 'Condensed milk (2 tsp sweetened)', 'Ice (cubes)', 'Mint (garnish)']"
372,The Last Word,Alcoholic,Cocktail,Cocktail glass,Shake with ice and strain into a cocktail glass.,"['Green Chartreuse', 'Maraschino Liqueur', 'Lime Juice', 'Gin']","['1 oz', '1 oz', '1 oz', '1 oz']","['Green Chartreuse (1 oz)', 'Maraschino Liqueur (1 oz)', 'Lime Juice (1 oz)', 'Gin (1 oz)']"
373,Turf Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,"['Dry Vermouth', 'Gin', 'Anis', 'Bitters', 'Orange peel']","['1 oz ', '1 oz ', '1/4 tsp ', '2 dashes ', 'Twist of ']","['Dry Vermouth (1 oz)', 'Gin (1 oz)', 'Anis (1/4 tsp)', 'Bitters (2 dashes)', 'Orange peel (Twist of)']"
374,The Laverstoke,Alcoholic,Cocktail,Balloon Glass,"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig.","['Gin', 'Elderflower cordial', 'Rosso Vermouth', 'Tonic Water', 'Lime', 'Ginger', 'Mint']","['50 ml', '15 ml', '15 ml', '75 ml', '2 Wedges', '1 Slice', '1 Large Sprig']","['Gin (50 ml)', 'Elderflower cordial (15 ml)', 'Rosso Vermouth (15 ml)', 'Tonic Water (75 ml)', 'Lime (2 Wedges)', 'Ginger (1 Slice)', 'Mint (1 Large Sprig)']"
375,Tequila Slammer,Alcoholic,Shot,Hurricane glass,Mix carefully to avoid releasing the dissolved CO2.,"['Tequila', '7-up']","['1 shot', '1 part']","['Tequila (1 shot)', '7-up (1 part)']"
376,Tequila Sunrise,Alcoholic,Cocktail,Highball glass,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.","['Tequila', 'Orange juice', 'Grenadine']","['2 measures ', None, None]","['Tequila (2 measures)', 'Orange juice', 'Grenadine']"
377,The Philosopher,Alcoholic,Cocktail,Margarita glass,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.","['Gin', 'Melon Liqueur', 'Orange Bitters', 'Lemon Juice', 'Prosecco']","['1 shot', '1 shot', '1 dash', '1 dash', 'Top']","['Gin (1 shot)', 'Melon Liqueur (1 shot)', 'Orange Bitters (1 dash)', 'Lemon Juice (1 dash)', 'Prosecco (Top)']"
378,Tuxedo Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,"['Dry Vermouth', 'Gin', 'Maraschino liqueur', 'Anis', 'Orange bitters', 'Cherry']","['1 1/2 oz ', '1 1/2 oz ', '1/4 tsp ', '1/4 tsp ', '2 dashes ', '1 ']","['Dry Vermouth (1 1/2 oz)', 'Gin (1 1/2 oz)', 'Maraschino liqueur (1/4 tsp)', 'Anis (1/4 tsp)', 'Orange bitters (2 dashes)', 'Cherry (1)']"
379,Tequila Surprise,Alcoholic,Shot,Shot glass,Fill shot glass with Tequila. Add drops of Tobasco sauce.,"['Tequila', 'Tabasco sauce']","['full glass ', 'About 8 drops ']","['Tequila (full glass)', 'Tabasco sauce (About 8 drops)']"
380,Thai Iced Coffee,Non alcoholic,Coffee / Tea,Highball glass,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.","['Coffee', 'Sugar', 'Cream', 'Cardamom']","['black', None, ' pods\n', None]","['Coffee (black)', 'Sugar', 'Cream (pods)', 'Cardamom']"
381,The Jimmy Conway,Alcoholic,Cocktail,Whiskey sour glass,"Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!","['Irish Whiskey', 'Amaretto', 'Cranberry Juice']","['50 ml', '50 ml', '4 oz']","['Irish Whiskey (50 ml)', 'Amaretto (50 ml)', 'Cranberry Juice (4 oz)']"
382,Texas Rattlesnake,Alcoholic,Shot,Highball glass,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...","['Yukon Jack', 'Cherry brandy', 'Southern Comfort', 'Sweet and sour']","['1 part ', '1/2 part ', '1 part ', '1 splash ']","['Yukon Jack (1 part)', 'Cherry brandy (1/2 part)', 'Southern Comfort (1 part)', 'Sweet and sour (1 splash)']"
383,Vesper,Alcoholic,Cocktail,Cocktail glass,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.","['Gin', 'Vodka', 'Lillet Blanc']","['6 cl', '1.5 cl', '0.75 cl']","['Gin (6 cl)', 'Vodka (1.5 cl)', 'Lillet Blanc (0.75 cl)']"
384,Victor,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","['Gin', 'Sweet Vermouth', 'Brandy']","['1 1/2 oz ', '1/2 oz ', '1/2 oz ']","['Gin (1 1/2 oz)', 'Sweet Vermouth (1/2 oz)', 'Brandy (1/2 oz)']"
385,Vampiro,Alcoholic,Ordinary Drink,Old-Fashioned glass,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.","['Tequila', 'Tomato Juice', 'Orange Juice', 'Lime Juice', 'Sugar Syrup', 'Salt']","['6 cl', '3 cl', '3 cl', '1.5 cl', '1 dash', '1 pinch']","['Tequila (6 cl)', 'Tomato Juice (3 cl)', 'Orange Juice (3 cl)', 'Lime Juice (1.5 cl)', 'Sugar Syrup (1 dash)', 'Salt (1 pinch)']"
386,Vesuvio,Alcoholic,Ordinary Drink,Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.","['Light rum', 'Sweet Vermouth', 'Lemon', 'Powdered sugar', 'Egg white']","['1 oz ', '1/2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 ']","['Light rum (1 oz)', 'Sweet Vermouth (1/2 oz)', 'Lemon (Juice of 1/2)', 'Powdered sugar (1 tsp)', 'Egg white (1)']"
